,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
0,159,부산,2025-01-01 01:00,2.6,,4.2,290,25,1012.7,,,,0
1,159,부산,2025-01-01 02:00,2.4,,7.0,320,26,1012.7,,,,0
2,159,부산,2025-01-01 03:00,2.1,,4.1,290,28,1013.3,,,,0
3,159,부산,2025-01-01 04:00,1.4,,2.4,290,30,1013.2,,,,0
4,159,부산,2025-01-01 05:00,1.2,,2.6,290,29,1012.9,,,,0
5,159,부산,2025-01-01 06:00,1.0,,3.0,230,30,1013.3,,,,0
6,159,부산,2025-01-01 07:00,1.1,,2.1,180,27,1013.9,,,,0
7,159,부산,2025-01-01 08:00,1.8,,3.3,320,31,1014.4,0.4,0.03,,0
8,159,부산,2025-01-01 09:00,4.1,,2.0,200,32,1014.7,1.0,0.5,,0
9,159,부산,2025-01-01 10:00,7.0,,2.5,140,36,1014.7,1.0,1.15,,0
10,159,부산,2025-01-01 11:00,8.6,,2.8,160,35,1014.4,1.0,1.68,,0
11,159,부산,2025-01-01 12:00,7.6,,2.9,290,35,1014.2,1.0,2.02,,0
12,159,부산,2025-01-01 13:00,8.4,,2.8,250,33,1013.1,1.0,2.12,,0
13,159,부산,2025-01-01 14:00,9.7,,3.0,290,32,1012.5,1.0,2.02,,0
14,159,부산,2025-01-01 15:00,9.8,,3.0,290,30,1012.2,1.0,1.63,,0
15,159,부산,2025-01-01 16:00,9.5,,4.0,230,33,1012.5,1.0,1.04,,0
16,159,부산,2025-01-01 17:00,7.7,,4.3,250,37,1012.5,0.9,0.43,,0
17,159,부산,2025-01-01 18:00,6.8,,2.3,250,40,1012.6,0.0,0.02,,0
18,159,부산,2025-01-01 19:00,6.0,,2.0,270,41,1013.0,,,,0
19,159,부산,2025-01-01 20:00,6.0,,2.3,270,41,1013.5,,,,0
20,159,부산,2025-01-01 21:00,5.8,,2.6,290,40,1013.8,,,,0
21,159,부산,2025-01-01 22:00,4.8,,1.3,320,44,1013.7,,,,0
22,159,부산,2025-01-01 23:00,5.6,,2.8,320,41,1013.8,,,,0
23,159,부산,2025-01-02 00:00,5.5,,3.5,290,42,1013.9,,,,0
24,159,부산,2025-01-02 01:00,5.1,,3.3,320,44,1013.9,,,,0
25,159,부산,2025-01-02 02:00,4.3,,1.1,360,47,1014.1,,,,0
26,159,부산,2025-01-02 03:00,4.1,,1.8,320,50,1014.3,,,,0
27,159,부산,2025-01-02 04:00,4.0,,1.7,320,48,1013.9,,,,0
28,159,부산,2025-01-02 05:00,3.5,,2.7,250,49,1013.9,,,,0
29,159,부산,2025-01-02 06:00,3.7,,1.9,320,47,1013.9,,,,0
30,159,부산,2025-01-02 07:00,3.1,,2.0,230,50,1014.4,,,,0
31,159,부산,2025-01-02 08:00,2.9,,2.1,250,51,1014.7,0.1,0.02,,0
32,159,부산,2025-01-02 09:00,6.1,,1.9,160,44,1014.9,1.0,0.43,,0
33,159,부산,2025-01-02 10:00,7.8,,1.8,230,34,1015.2,1.0,1.05,,0
34,159,부산,2025-01-02 11:00,9.5,,1.7,340,31,1014.9,1.0,1.6,,0
35,159,부산,2025-01-02 12:00,9.4,,3.6,270,26,1014.1,1.0,1.91,,0
36,159,부산,2025-01-02 13:00,10.1,,2.9,340,23,1012.9,1.0,2.02,,0
37,159,부산,2025-01-02 14:00,11.4,,1.9,320,18,1012.6,1.0,1.92,,0
38,159,부산,2025-01-02 15:00,11.4,,2.1,320,19,1012.7,1.0,1.58,,0
39,159,부산,2025-01-02 16:00,11.5,,2.9,250,24,1012.7,1.0,1.02,,0
40,159,부산,2025-01-02 17:00,9.1,,2.8,230,27,1013.0,0.9,0.39,,0
41,159,부산,2025-01-02 18:00,7.5,,1.4,230,30,1013.4,0.0,0.02,,0
42,159,부산,2025-01-02 19:00,7.0,,2.4,270,28,1013.7,,,,0
43,159,부산,2025-01-02 20:00,7.0,,2.8,320,22,1014.1,,,,0
44,159,부산,2025-01-02 21:00,6.7,,3.2,290,24,1013.7,,,,3
45,159,부산,2025-01-02 22:00,6.1,,2.1,320,24,1013.7,,,,3
46,159,부산,2025-01-02 23:00,5.7,,3.8,320,25,1014.0,,,,8
47,159,부산,2025-01-03 00:00,5.0,,5.3,320,24,1014.0,,,,3
48,159,부산,2025-01-03 01:00,4.2,,5.3,320,26,1013.6,,,,6
49,159,부산,2025-01-03 02:00,3.3,,3.0,20,27,1013.8,,,,5
50,159,부산,2025-01-03 03:00,3.0,,5.2,320,26,1013.9,,,,3
51,159,부산,2025-01-03 04:00,2.3,,2.0,70,27,1013.8,,,,4
52,159,부산,2025-01-03 05:00,1.9,,3.0,90,29,1014.0,,,,4
53,159,부산,2025-01-03 06:00,1.5,,2.4,140,33,1014.5,,,,2
54,159,부산,2025-01-03 07:00,1.0,,3.7,110,39,1014.7,,,,3
55,159,부산,2025-01-03 08:00,0.9,,3.5,340,42,1015.4,0.2,0.02,,0
56,159,부산,2025-01-03 09:00,2.0,,3.5,340,40,1016.2,1.0,0.48,,0
57,159,부산,2025-01-03 10:00,2.9,,4.0,340,34,1016.8,1.0,1.13,,0
58,159,부산,2025-01-03 11:00,3.5,,4.6,320,28,1017.0,1.0,1.71,,1
59,159,부산,2025-01-03 12:00,3.7,,4.1,270,18,1016.6,1.0,2.1,,0
60,159,부산,2025-01-03 13:00,4.3,,5.3,270,17,1016.0,1.0,2.22,,0
61,159,부산,2025-01-03 14:00,4.8,,5.3,270,15,1015.9,1.0,2.1,,0
62,159,부산,2025-01-03 15:00,5.7,,2.2,90,18,1016.1,1.0,1.72,,0
63,159,부산,2025-01-03 16:00,4.9,,3.0,250,17,1016.0,1.0,1.14,,0
64,159,부산,2025-01-03 17:00,3.7,,3.3,270,20,1016.4,1.0,0.47,,0
65,159,부산,2025-01-03 18:00,2.7,,2.0,230,22,1016.8,0.0,0.02,,0
66,159,부산,2025-01-03 19:00,2.2,,2.0,320,23,1016.9,,,,0
67,159,부산,2025-01-03 20:00,1.5,,0.9,250,26,1017.1,,,,0
68,159,부산,2025-01-03 21:00,1.1,,1.7,290,29,1017.2,,,,0
69,159,부산,2025-01-03 22:00,0.9,,2.1,250,29,1017.3,,,,1
70,159,부산,2025-01-03 23:00,1.5,,2.2,270,34,1017.2,,,,1
71,159,부산,2025-01-04 00:00,1.8,,2.0,200,41,1017.1,,,,7
72,159,부산,2025-01-04 01:00,1.8,,2.5,320,42,1017.0,,,,7
73,159,부산,2025-01-04 02:00,1.4,,2.3,320,47,1017.4,,,,5
74,159,부산,2025-01-04 03:00,0.9,,1.0,290,52,1017.3,,,,1
75,159,부산,2025-01-04 04:00,0.3,,1.8,320,52,1016.9,,,,0
76,159,부산,2025-01-04 05:00,0.2,,2.2,320,53,1016.8,,,,0
77,159,부산,2025-01-04 06:00,0.1,,2.4,320,54,1017.6,,,,0
78,159,부산,2025-01-04 07:00,-0.2,,2.8,320,53,1017.9,,,,0
79,159,부산,2025-01-04 08:00,-0.4,,2.4,320,55,1017.9,0.3,0.03,,0
80,159,부산,2025-01-04 09:00,1.9,,1.1,290,49,1018.0,1.0,0.48,,0
81,159,부산,2025-01-04 10:00,3.0,,2.1,340,44,1018.1,1.0,1.14,,0
82,159,부산,2025-01-04 11:00,3.6,,3.0,200,36,1018.0,1.0,1.7,,0
83,159,부산,2025-01-04 12:00,4.4,,4.3,270,34,1017.5,1.0,2.05,,0
84,159,부산,2025-01-04 13:00,5.5,,3.6,250,31,1017.3,1.0,2.16,,0
85,159,부산,2025-01-04 14:00,7.4,,2.7,270,29,1016.6,1.0,2.03,,0
86,159,부산,2025-01-04 15:00,7.4,,3.3,320,28,1016.6,1.0,1.69,,0
87,159,부산,2025-01-04 16:00,7.3,,2.8,270,27,1016.8,1.0,1.13,,0
88,159,부산,2025-01-04 17:00,6.0,,3.2,270,28,1017.1,1.0,0.48,,0
89,159,부산,2025-01-04 18:00,4.6,,1.8,230,32,1017.5,0.0,0.02,,0
90,159,부산,2025-01-04 19:00,4.0,,2.5,270,37,1018.1,,,,0
91,159,부산,2025-01-04 20:00,4.0,,3.0,270,40,1018.2,,,,0
92,159,부산,2025-01-04 21:00,3.2,,1.1,270,42,1017.7,,,,0
93,159,부산,2025-01-04 22:00,2.7,,0.9,270,41,1016.9,,,,0
94,159,부산,2025-01-04 23:00,3.5,,2.9,320,39,1017.0,,,,0
95,159,부산,2025-01-05 00:00,3.3,,3.5,320,35,1016.6,,,,0
96,159,부산,2025-01-05 01:00,2.9,,1.7,90,36,1015.7,,,,0
97,159,부산,2025-01-05 02:00,2.8,,1.8,290,33,1016.0,,,,5
98,159,부산,2025-01-05 03:00,3.1,,3.7,320,33,1015.9,,,,7
99,159,부산,2025-01-05 04:00,3.2,,4.0,320,33,1015.3,,,,9
100,159,부산,2025-01-05 05:00,3.3,,5.3,320,37,1015.7,,,,8
101,159,부산,2025-01-05 06:00,3.2,,2.8,320,42,1015.2,,,,9
102,159,부산,2025-01-05 07:00,3.2,,3.4,320,40,1016.0,,,,9
103,159,부산,2025-01-05 08:00,3.2,,1.2,360,42,1015.9,0.0,0.0,,10
104,159,부산,2025-01-05 09:00,3.9,,2.2,270,41,1016.2,0.0,0.14,,10
105,159,부산,2025-01-05 10:00,4.4,,3.6,250,41,1016.4,0.0,0.3,,10
106,159,부산,2025-01-05 11:00,7.5,,2.6,270,33,1015.3,0.3,0.97,,9
107,159,부산,2025-01-05 12:00,8.4,,3.9,200,34,1014.0,0.9,1.86,,9
108,159,부산,2025-01-05 13:00,8.9,,4.4,200,41,1012.9,0.3,1.27,,8
109,159,부산,2025-01-05 14:00,8.9,,5.7,200,49,1012.0,0.6,1.5,,8
110,159,부산,2025-01-05 15:00,8.7,,5.3,230,57,1011.5,0.0,0.61,,10
111,159,부산,2025-01-05 16:00,9.1,,3.2,230,59,1011.0,0.0,0.54,,5
112,159,부산,2025-01-05 17:00,8.2,,3.7,250,57,1011.0,0.0,0.14,,10
113,159,부산,2025-01-05 18:00,7.7,0.0,3.9,250,61,1011.2,0.0,0.01,,10
114,159,부산,2025-01-05 19:00,7.2,,3.6,250,68,1011.1,,,,10
115,159,부산,2025-01-05 20:00,7.3,,5.7,250,70,1010.8,,,,10
116,159,부산,2025-01-05 21:00,7.1,0.0,4.2,230,73,1010.8,,,,10
117,159,부산,2025-01-05 22:00,6.9,,4.3,250,75,1010.5,,,,10
118,159,부산,2025-01-05 23:00,6.6,,1.8,230,77,1009.6,,,,10
119,159,부산,2025-01-06 00:00,6.5,0.0,4.2,250,76,1009.0,,,,9
120,159,부산,2025-01-06 01:00,6.3,,2.9,250,75,1008.5,,,,7
121,159,부산,2025-01-06 02:00,6.1,,2.4,290,76,1008.3,,,,6
122,159,부산,2025-01-06 03:00,5.5,,2.1,230,78,1008.4,,,,3
123,159,부산,2025-01-06 04:00,5.6,,3.3,250,77,1007.8,,,,0
124,159,부산,2025-01-06 05:00,5.9,,3.9,250,76,1007.0,,,,0
125,159,부산,2025-01-06 06:00,5.7,,3.2,250,78,1006.9,,,,0
126,159,부산,2025-01-06 07:00,5.9,,4.1,250,77,1006.8,,,,0
127,159,부산,2025-01-06 08:00,6.0,,3.8,250,77,1006.6,0.0,0.01,,0
128,159,부산,2025-01-06 09:00,7.4,,2.1,230,69,1006.5,0.5,0.33,,0
129,159,부산,2025-01-06 10:00,8.7,,3.6,250,63,1006.3,1.0,0.88,,3
130,159,부산,2025-01-06 11:00,8.7,,2.8,270,64,1006.1,0.7,1.26,,0
131,159,부산,2025-01-06 12:00,9.0,,2.6,290,59,1005.2,0.9,1.59,,3
132,159,부산,2025-01-06 13:00,10.2,,3.2,360,49,1004.0,0.8,1.54,,1
133,159,부산,2025-01-06 14:00,8.7,,3.1,250,53,1003.6,0.2,0.71,,5
134,159,부산,2025-01-06 15:00,7.2,0.0,7.0,250,53,1004.0,0.0,0.24,,10
135,159,부산,2025-01-06 16:00,7.5,,3.8,270,44,1004.3,0.1,0.51,,8
136,159,부산,2025-01-06 17:00,7.0,,4.9,270,42,1004.7,0.7,0.44,,2
137,159,부산,2025-01-06 18:00,5.1,0.0,3.4,290,47,1005.8,0.0,0.03,,1
138,159,부산,2025-01-06 19:00,4.6,,4.6,270,47,1006.7,,,,0
139,159,부산,2025-01-06 20:00,3.8,,6.1,270,43,1007.1,,,,0
140,159,부산,2025-01-06 21:00,3.1,,7.5,270,44,1007.3,,,,0
141,159,부산,2025-01-06 22:00,2.5,,4.0,230,45,1007.4,,,,0
142,159,부산,2025-01-06 23:00,1.9,,5.5,250,43,1007.6,,,,0
143,159,부산,2025-01-07 00:00,1.2,,4.4,270,43,1007.9,,,,0
144,159,부산,2025-01-07 01:00,0.9,,6.8,270,41,1007.7,,,,0
145,159,부산,2025-01-07 02:00,0.4,,4.7,270,42,1007.9,,,,0
146,159,부산,2025-01-07 03:00,0.1,,5.6,250,44,1008.2,,,,0
147,159,부산,2025-01-07 04:00,-0.3,,5.1,250,46,1009.0,,,,0
148,159,부산,2025-01-07 05:00,-0.6,,5.1,250,47,1008.6,,,,0
149,159,부산,2025-01-07 06:00,-0.9,,4.5,270,49,1008.7,,,,0
150,159,부산,2025-01-07 07:00,-1.1,,5.6,270,49,1009.5,,,,0
151,159,부산,2025-01-07 08:00,-1.1,,5.1,270,48,1010.0,0.2,0.02,,0
152,159,부산,2025-01-07 09:00,-0.5,,5.6,270,44,1010.2,1.0,0.47,,0
153,159,부산,2025-01-07 10:00,1.0,,4.6,250,37,1010.3,1.0,1.15,,0
154,159,부산,2025-01-07 11:00,1.8,,5.7,270,34,1010.0,1.0,1.69,,0
155,159,부산,2025-01-07 12:00,3.9,,3.8,250,30,1008.9,1.0,2.05,,0
156,159,부산,2025-01-07 13:00,4.3,,4.9,250,29,1007.9,1.0,2.09,,2
157,159,부산,2025-01-07 14:00,4.9,,6.4,250,35,1007.2,0.7,1.66,,6
158,159,부산,2025-01-07 15:00,3.4,,7.6,230,41,1007.3,0.2,0.97,,9
159,159,부산,2025-01-07 16:00,4.1,,7.3,230,46,1007.2,0.3,0.71,,8
160,159,부산,2025-01-07 17:00,4.1,,5.3,270,39,1008.0,0.7,0.39,,2
161,159,부산,2025-01-07 18:00,3.1,0.0,4.3,250,41,1008.8,0.0,0.04,,2
162,159,부산,2025-01-07 19:00,2.0,,6.1,250,44,1009.4,,,,0
163,159,부산,2025-01-07 20:00,1.7,,6.1,250,43,1010.0,,,,0
164,159,부산,2025-01-07 21:00,1.4,,6.1,270,43,1010.1,,,,0
165,159,부산,2025-01-07 22:00,1.2,,5.6,270,45,1010.3,,,,0
166,159,부산,2025-01-07 23:00,1.1,,7.4,250,50,1010.1,,,,1
167,159,부산,2025-01-08 00:00,0.9,,3.1,270,51,1010.8,,,,3
168,159,부산,2025-01-08 01:00,0.5,,4.4,270,54,1011.0,,,,2
169,159,부산,2025-01-08 02:00,-0.4,,1.8,340,59,1011.2,,,,0
170,159,부산,2025-01-08 03:00,-0.3,,2.4,270,57,1011.3,,,,0
171,159,부산,2025-01-08 04:00,-0.2,,3.5,230,53,1011.5,,,,1
172,159,부산,2025-01-08 05:00,0.2,,2.7,270,55,1011.4,,,,5
173,159,부산,2025-01-08 06:00,0.1,,2.8,230,59,1011.5,,,,2
174,159,부산,2025-01-08 07:00,0.6,,3.1,250,59,1012.1,,,,7
175,159,부산,2025-01-08 08:00,0.7,,3.4,250,63,1012.5,0.2,0.02,,0
176,159,부산,2025-01-08 09:00,2.0,,2.7,290,57,1012.8,1.0,0.47,,0
177,159,부산,2025-01-08 10:00,3.6,,2.3,230,49,1012.6,1.0,1.12,,0
178,159,부산,2025-01-08 11:00,4.7,,3.3,230,45,1012.2,1.0,1.68,,0
179,159,부산,2025-01-08 12:00,5.7,,4.6,230,46,1011.4,1.0,1.99,,1
180,159,부산,2025-01-08 13:00,6.0,,5.7,230,41,1010.3,1.0,2.12,,1
181,159,부산,2025-01-08 14:00,6.8,,7.2,230,36,1009.1,1.0,2.06,,3
182,159,부산,2025-01-08 15:00,7.7,,8.7,230,32,1008.4,1.0,1.86,,5
183,159,부산,2025-01-08 16:00,6.7,,6.0,230,38,1008.4,0.5,0.89,,8
184,159,부산,2025-01-08 17:00,6.1,,7.7,250,41,1008.3,0.2,0.23,,6
185,159,부산,2025-01-08 18:00,5.7,,4.3,270,39,1008.5,0.0,0.01,,6
186,159,부산,2025-01-08 19:00,4.9,,2.0,270,44,1008.6,,,,3
187,159,부산,2025-01-08 20:00,3.9,,2.3,270,53,1009.2,,,,4
188,159,부산,2025-01-08 21:00,2.9,,2.3,20,61,1009.7,,,,1
189,159,부산,2025-01-08 22:00,2.4,,6.0,270,61,1010.0,,,,1
190,159,부산,2025-01-08 23:00,1.5,,4.3,250,60,1010.1,,,,0
191,159,부산,2025-01-09 00:00,0.2,,2.7,230,66,1010.3,,,,1
192,159,부산,2025-01-09 01:00,-0.2,,4.0,270,53,1010.4,,,,0
193,159,부산,2025-01-09 02:00,-0.6,,4.9,250,47,1010.6,,,,0
194,159,부산,2025-01-09 03:00,-1.0,,5.2,270,45,1011.0,,,,0
195,159,부산,2025-01-09 04:00,-1.5,,6.4,270,53,1011.3,,,,1
196,159,부산,2025-01-09 05:00,-2.0,,5.8,270,53,1012.0,,,,2
197,159,부산,2025-01-09 06:00,-2.7,,4.5,270,48,1013.5,,,,3
198,159,부산,2025-01-09 07:00,-4.1,,3.2,290,47,1014.6,,,,0
199,159,부산,2025-01-09 08:00,-4.5,,2.6,270,34,1015.2,0.3,0.03,,0
200,159,부산,2025-01-09 09:00,-3.8,,3.4,270,33,1015.4,1.0,0.49,,0
201,159,부산,2025-01-09 10:00,-2.7,,3.1,270,31,1015.5,1.0,1.16,,0
202,159,부산,2025-01-09 11:00,-0.6,,2.1,290,29,1014.7,1.0,1.71,,0
203,159,부산,2025-01-09 12:00,-0.8,,3.6,340,28,1013.8,1.0,2.07,,5
204,159,부산,2025-01-09 13:00,-1.2,,4.5,320,35,1013.0,1.0,1.95,,8
205,159,부산,2025-01-09 14:00,-1.0,,3.0,290,35,1012.3,0.6,1.39,,5
206,159,부산,2025-01-09 15:00,-1.2,,5.3,320,32,1011.8,1.0,1.77,,3
207,159,부산,2025-01-09 16:00,0.0,,3.1,320,30,1011.6,0.9,1.06,,3
208,159,부산,2025-01-09 17:00,-2.0,,4.4,250,29,1012.0,1.0,0.61,,1
209,159,부산,2025-01-09 18:00,-3.6,,3.6,250,30,1012.9,0.0,0.03,,0
210,159,부산,2025-01-09 19:00,-4.4,,2.8,290,34,1014.2,,,,6
211,159,부산,2025-01-09 20:00,-5.2,,5.7,270,32,1014.9,,,,4
212,159,부산,2025-01-09 21:00,-6.1,,3.1,320,33,1015.9,,,,1
213,159,부산,2025-01-09 22:00,-7.0,,3.8,320,31,1017.2,,,,0
214,159,부산,2025-01-09 23:00,-8.0,,2.7,340,37,1018.1,,,,0
215,159,부산,2025-01-10 00:00,-8.5,,3.1,110,43,1017.8,,,,0
216,159,부산,2025-01-10 01:00,-9.2,,3.9,340,46,1018.4,,,,0
217,159,부산,2025-01-10 02:00,-9.6,,3.9,290,43,1019.2,,,,0
218,159,부산,2025-01-10 03:00,-9.6,,4.7,270,37,1019.5,,,,0
219,159,부산,2025-01-10 04:00,-9.3,,6.8,290,35,1019.5,,,,0
220,159,부산,2025-01-10 05:00,-9.7,,3.5,50,36,1019.7,,,,0
221,159,부산,2025-01-10 06:00,-10.0,,4.2,290,38,1020.2,,,,0
222,159,부산,2025-01-10 07:00,-10.0,,5.4,270,39,1020.8,,,,0
223,159,부산,2025-01-10 08:00,-9.7,,5.0,270,39,1021.0,0.3,0.04,,0
224,159,부산,2025-01-10 09:00,-7.9,,3.3,340,35,1021.3,1.0,0.5,,0
225,159,부산,2025-01-10 10:00,-4.3,,2.0,250,32,1021.9,1.0,1.14,,0
226,159,부산,2025-01-10 11:00,-4.1,,5.3,250,33,1021.3,1.0,1.74,,0
227,159,부산,2025-01-10 12:00,-2.3,,4.3,230,32,1020.1,1.0,2.1,,0
228,159,부산,2025-01-10 13:00,0.2,,3.6,140,30,1019.4,1.0,2.23,,0
229,159,부산,2025-01-10 14:00,2.3,,3.1,110,28,1018.5,1.0,2.14,,0
230,159,부산,2025-01-10 15:00,2.9,,1.8,320,25,1018.8,1.0,1.78,,0
231,159,부산,2025-01-10 16:00,2.2,,2.4,180,26,1018.9,1.0,1.24,,0
232,159,부산,2025-01-10 17:00,0.9,,3.4,360,27,1019.8,1.0,0.58,,0
233,159,부산,2025-01-10 18:00,-0.8,,2.9,230,29,1020.6,0.1,0.04,,0
234,159,부산,2025-01-10 19:00,-1.4,,2.2,270,31,1020.9,,,,0
235,159,부산,2025-01-10 20:00,-1.8,,2.3,230,33,1021.1,,,,0
236,159,부산,2025-01-10 21:00,-2.5,,1.7,50,35,1021.5,,,,0
237,159,부산,2025-01-10 22:00,-2.4,,3.4,290,37,1021.8,,,,0
238,159,부산,2025-01-10 23:00,-2.7,,3.1,250,40,1021.9,,,,4
239,159,부산,2025-01-11 00:00,-3.1,,2.4,230,43,1021.4,,,,3
240,159,부산,2025-01-11 01:00,-3.2,,3.3,200,46,1021.0,,,,4
241,159,부산,2025-01-11 02:00,-3.1,,2.9,270,49,1020.7,,,,0
242,159,부산,2025-01-11 03:00,-3.8,,1.4,70,50,1020.9,,,,0
243,159,부산,2025-01-11 04:00,-4.0,,2.1,320,53,1020.3,,,,0
244,159,부산,2025-01-11 05:00,-4.0,,2.7,270,53,1020.2,,,,0
245,159,부산,2025-01-11 06:00,-4.8,,0.6,180,56,1020.5,,,,0
246,159,부산,2025-01-11 07:00,-4.6,,2.6,320,56,1020.7,,,,0
247,159,부산,2025-01-11 08:00,-4.4,,2.9,200,57,1020.7,0.3,0.03,,0
248,159,부산,2025-01-11 09:00,-2.8,,2.4,250,52,1021.3,1.0,0.49,,0
249,159,부산,2025-01-11 10:00,-0.6,,1.7,200,47,1021.5,1.0,1.16,,0
250,159,부산,2025-01-11 11:00,0.6,,4.0,230,43,1021.2,1.0,1.71,,0
251,159,부산,2025-01-11 12:00,1.1,,5.0,250,41,1019.5,1.0,2.09,,0
252,159,부산,2025-01-11 13:00,2.3,,5.2,270,39,1018.3,1.0,2.23,,0
253,159,부산,2025-01-11 14:00,2.7,,5.4,270,37,1017.1,1.0,2.12,,2
254,159,부산,2025-01-11 15:00,3.1,,3.6,270,36,1017.3,0.9,1.51,,8
255,159,부산,2025-01-11 16:00,2.3,,3.9,270,37,1017.5,0.6,0.78,,9
256,159,부산,2025-01-11 17:00,1.9,,3.8,270,40,1017.7,0.0,0.26,,9
257,159,부산,2025-01-11 18:00,1.5,,2.2,320,41,1017.4,0.0,0.02,,9
258,159,부산,2025-01-11 19:00,1.0,,1.9,340,43,1016.8,,,,8
259,159,부산,2025-01-11 20:00,0.8,,2.2,340,45,1016.7,,,,9
260,159,부산,2025-01-11 21:00,0.2,,2.1,360,45,1016.8,,,,8
261,159,부산,2025-01-11 22:00,-0.3,,1.4,270,47,1016.9,,,,4
262,159,부산,2025-01-11 23:00,-0.6,,3.0,290,46,1016.7,,,,0
263,159,부산,2025-01-12 00:00,-1.6,,1.4,20,50,1016.2,,,,0
264,159,부산,2025-01-12 01:00,-1.9,,2.2,250,51,1015.6,,,,0
265,159,부산,2025-01-12 02:00,-2.2,,2.1,20,53,1015.1,,,,1
266,159,부산,2025-01-12 03:00,-1.8,,3.5,230,52,1014.7,,,,0
267,159,부산,2025-01-12 04:00,-2.0,,4.0,230,53,1014.2,,,,0
268,159,부산,2025-01-12 05:00,-2.5,,3.5,230,55,1014.0,,,,0
269,159,부산,2025-01-12 06:00,-3.1,,3.1,110,56,1013.9,,,,0
270,159,부산,2025-01-12 07:00,-3.2,,2.6,140,58,1014.2,,,,0
271,159,부산,2025-01-12 08:00,-3.0,,3.0,320,56,1014.2,0.3,0.02,,1
272,159,부산,2025-01-12 09:00,-1.6,,3.7,360,48,1014.0,1.0,0.47,,0
273,159,부산,2025-01-12 10:00,-0.1,,5.1,320,42,1013.9,1.0,1.16,,0
274,159,부산,2025-01-12 11:00,2.2,,3.0,180,38,1013.9,1.0,1.74,,2
275,159,부산,2025-01-12 12:00,3.4,,3.0,160,36,1012.8,1.0,2.06,,0
276,159,부산,2025-01-12 13:00,4.3,,2.8,270,33,1011.7,1.0,2.18,,0
277,159,부산,2025-01-12 14:00,4.0,,4.5,290,34,1011.1,1.0,2.09,,0
278,159,부산,2025-01-12 15:00,4.6,,4.8,270,33,1011.4,1.0,1.73,,0
279,159,부산,2025-01-12 16:00,4.5,,5.2,270,30,1011.7,1.0,1.2,,1
280,159,부산,2025-01-12 17:00,4.0,,4.1,270,31,1012.3,1.0,0.58,,0
281,159,부산,2025-01-12 18:00,2.8,,4.7,270,30,1013.2,0.1,0.04,,0
282,159,부산,2025-01-12 19:00,2.2,,2.7,200,33,1013.7,,,,0
283,159,부산,2025-01-12 20:00,1.8,,2.9,110,36,1014.2,,,,0
