,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
284,159,부산,2025-01-12 21:00,1.7,,3.7,270,38,1014.6,,,,0
285,159,부산,2025-01-12 22:00,1.0,,1.9,320,40,1015.2,,,,0
286,159,부산,2025-01-12 23:00,1.3,,6.6,270,41,1015.3,,,,0
287,159,부산,2025-01-13 00:00,0.9,,2.7,110,44,1015.1,,,,0
288,159,부산,2025-01-13 01:00,0.7,,3.7,110,46,1015.5,,,,0
289,159,부산,2025-01-13 02:00,0.4,,3.3,160,47,1015.7,,,,0
290,159,부산,2025-01-13 03:00,0.0,,2.7,140,50,1015.2,,,,0
291,159,부산,2025-01-13 04:00,-0.1,,2.3,140,51,1015.3,,,,0
292,159,부산,2025-01-13 05:00,-0.2,,5.0,250,54,1015.5,,,,0
293,159,부산,2025-01-13 06:00,-0.8,,2.6,250,57,1015.8,,,,0
294,159,부산,2025-01-13 07:00,-1.0,,3.1,140,57,1016.3,,,,0
295,159,부산,2025-01-13 08:00,-0.9,,3.0,200,59,1016.9,0.3,0.03,,0
296,159,부산,2025-01-13 09:00,0.9,,3.0,110,55,1017.7,1.0,0.48,,0
297,159,부산,2025-01-13 10:00,3.1,,3.1,140,48,1018.1,1.0,1.09,,0
298,159,부산,2025-01-13 11:00,4.6,,4.0,110,35,1017.9,1.0,1.73,,0
299,159,부산,2025-01-13 12:00,4.7,,3.9,250,31,1017.5,1.0,2.11,,0
300,159,부산,2025-01-13 13:00,5.5,,4.9,270,27,1016.6,1.0,2.24,,0
301,159,부산,2025-01-13 14:00,7.0,,2.5,320,27,1015.9,1.0,2.13,,0
302,159,부산,2025-01-13 15:00,7.3,,3.5,290,25,1015.7,1.0,1.78,,0
303,159,부산,2025-01-13 16:00,7.7,,2.3,250,29,1015.7,1.0,1.23,,0
304,159,부산,2025-01-13 17:00,5.9,,3.1,200,37,1015.9,1.0,0.54,,0
305,159,부산,2025-01-13 18:00,4.4,,3.2,230,43,1016.5,0.1,0.05,,0
306,159,부산,2025-01-13 19:00,3.5,,0.2,0,46,1016.8,,,,0
307,159,부산,2025-01-13 20:00,3.1,,2.0,290,47,1016.8,,,,0
308,159,부산,2025-01-13 21:00,2.7,,1.0,270,49,1017.2,,,,0
309,159,부산,2025-01-13 22:00,3.5,,3.1,270,50,1017.6,,,,0
310,159,부산,2025-01-13 23:00,2.9,,2.8,270,52,1017.7,,,,0
311,159,부산,2025-01-14 00:00,2.7,,2.5,270,50,1017.4,,,,0
312,159,부산,2025-01-14 01:00,2.6,,2.2,290,49,1017.4,,,,0
313,159,부산,2025-01-14 02:00,2.5,,2.4,290,47,1017.7,,,,0
314,159,부산,2025-01-14 03:00,2.4,,3.2,290,46,1017.7,,,,0
315,159,부산,2025-01-14 04:00,2.5,,2.4,290,47,1017.4,,,,0
316,159,부산,2025-01-14 05:00,1.6,,0.8,90,51,1016.8,,,,2
317,159,부산,2025-01-14 06:00,2.4,,2.9,270,52,1016.6,,,,9
318,159,부산,2025-01-14 07:00,2.8,,3.6,270,53,1016.6,,,,4
319,159,부산,2025-01-14 08:00,3.3,,4.8,270,60,1016.5,0.0,0.02,,0
320,159,부산,2025-01-14 09:00,5.6,,4.5,250,56,1016.6,0.8,0.36,,1
321,159,부산,2025-01-14 10:00,6.9,,5.5,250,55,1016.7,1.0,0.96,,0
322,159,부산,2025-01-14 11:00,8.2,,6.0,230,55,1016.3,1.0,1.53,,2
323,159,부산,2025-01-14 12:00,9.2,,5.5,230,54,1015.4,1.0,1.91,,3
324,159,부산,2025-01-14 13:00,9.5,,6.1,230,51,1014.4,1.0,1.49,,9
325,159,부산,2025-01-14 14:00,10.3,,6.7,250,47,1013.6,0.9,1.56,,7
326,159,부산,2025-01-14 15:00,10.9,,4.8,230,47,1013.3,1.0,1.51,,1
327,159,부산,2025-01-14 16:00,10.7,,5.8,230,45,1013.1,1.0,1.07,,2
328,159,부산,2025-01-14 17:00,10.1,,4.0,230,44,1013.3,0.9,0.51,,1
329,159,부산,2025-01-14 18:00,8.8,,3.5,250,47,1013.5,0.0,0.05,,0
330,159,부산,2025-01-14 19:00,8.7,,4.7,250,51,1014.1,,,,5
331,159,부산,2025-01-14 20:00,8.1,,3.0,250,52,1014.0,,,,7
332,159,부산,2025-01-14 21:00,8.1,,2.6,270,36,1014.0,,,,5
333,159,부산,2025-01-14 22:00,6.9,,2.1,270,35,1014.4,,,,3
334,159,부산,2025-01-14 23:00,5.9,,2.1,340,34,1014.8,,,,2
335,159,부산,2025-01-15 00:00,5.1,,4.8,320,40,1014.8,,,,0
336,159,부산,2025-01-15 01:00,4.5,,4.3,320,47,1014.7,,,,5
337,159,부산,2025-01-15 02:00,4.0,,5.5,320,44,1014.8,,,,4
338,159,부산,2025-01-15 03:00,3.3,,4.3,320,43,1014.8,,,,5
339,159,부산,2025-01-15 04:00,2.8,,3.1,360,43,1014.6,,,,7
340,159,부산,2025-01-15 05:00,2.3,,3.2,250,46,1014.9,,,,6
341,159,부산,2025-01-15 06:00,1.8,,3.2,270,47,1015.6,,,,3
342,159,부산,2025-01-15 07:00,1.1,,3.8,290,48,1016.6,,,,1
343,159,부산,2025-01-15 08:00,0.4,,2.4,320,40,1017.5,0.0,0.01,,0
344,159,부산,2025-01-15 09:00,1.4,,3.5,290,26,1018.2,0.9,0.49,,0
345,159,부산,2025-01-15 10:00,0.9,,4.7,290,25,1018.7,1.0,1.18,,0
346,159,부산,2025-01-15 11:00,2.3,,3.4,140,19,1018.7,1.0,1.77,,0
347,159,부산,2025-01-15 12:00,2.4,,3.6,270,18,1017.7,1.0,2.17,,0
348,159,부산,2025-01-15 13:00,3.6,,3.4,320,17,1016.7,1.0,2.32,,0
349,159,부산,2025-01-15 14:00,4.1,,2.9,290,19,1016.2,1.0,2.21,,0
350,159,부산,2025-01-15 15:00,4.1,,4.1,270,18,1015.9,1.0,1.88,,0
351,159,부산,2025-01-15 16:00,4.6,,3.2,340,20,1016.4,1.0,1.32,,0
352,159,부산,2025-01-15 17:00,3.7,,2.1,200,21,1016.7,1.0,0.62,,0
353,159,부산,2025-01-15 18:00,2.0,,2.5,290,24,1017.2,0.2,0.06,,0
354,159,부산,2025-01-15 19:00,1.3,,2.6,320,25,1017.8,,,,0
355,159,부산,2025-01-15 20:00,0.6,,1.9,290,27,1018.1,,,,0
356,159,부산,2025-01-15 21:00,0.3,,3.1,320,28,1018.1,,,,0
357,159,부산,2025-01-15 22:00,-0.5,,1.9,320,33,1018.3,,,,0
358,159,부산,2025-01-15 23:00,-0.8,,3.0,140,33,1018.1,,,,0
359,159,부산,2025-01-16 00:00,-1.1,,4.8,250,34,1018.1,,,,0
360,159,부산,2025-01-16 01:00,-1.9,,3.1,50,38,1017.6,,,,0
361,159,부산,2025-01-16 02:00,-2.2,,3.5,250,37,1017.7,,,,0
362,159,부산,2025-01-16 03:00,-2.6,,3.1,180,40,1017.5,,,,0
363,159,부산,2025-01-16 04:00,-2.7,,3.0,110,44,1016.7,,,,0
364,159,부산,2025-01-16 05:00,-2.8,,3.1,110,46,1016.5,,,,0
365,159,부산,2025-01-16 06:00,-3.0,,2.5,270,48,1016.8,,,,0
366,159,부산,2025-01-16 07:00,-2.9,,2.6,200,49,1016.7,,,,0
367,159,부산,2025-01-16 08:00,-2.4,,2.2,140,49,1016.8,0.3,0.03,,0
368,159,부산,2025-01-16 09:00,-0.2,,2.6,160,46,1016.8,1.0,0.51,,0
369,159,부산,2025-01-16 10:00,2.6,,2.7,180,44,1017.0,1.0,1.22,,2
370,159,부산,2025-01-16 11:00,2.6,,4.4,250,44,1016.3,1.0,1.88,,2
371,159,부산,2025-01-16 12:00,3.4,,5.4,250,44,1014.9,1.0,2.15,,0
372,159,부산,2025-01-16 13:00,5.4,,3.3,250,43,1013.8,1.0,2.25,,0
373,159,부산,2025-01-16 14:00,6.2,,2.9,290,39,1013.1,1.0,2.15,,0
374,159,부산,2025-01-16 15:00,7.3,,3.1,270,37,1012.5,1.0,1.82,,0
375,159,부산,2025-01-16 16:00,7.0,,4.0,250,38,1012.7,1.0,1.26,,0
376,159,부산,2025-01-16 17:00,6.4,,2.4,250,39,1013.2,1.0,0.6,,0
377,159,부산,2025-01-16 18:00,4.6,,2.1,250,41,1013.7,0.2,0.06,,0
378,159,부산,2025-01-16 19:00,4.2,,3.2,250,43,1014.2,,,,0
379,159,부산,2025-01-16 20:00,3.8,,2.0,250,44,1014.6,,,,0
380,159,부산,2025-01-16 21:00,3.6,,4.4,320,46,1015.1,,,,0
381,159,부산,2025-01-16 22:00,3.0,,3.0,320,48,1015.5,,,,0
382,159,부산,2025-01-16 23:00,2.8,,4.1,320,49,1016.0,,,,0
383,159,부산,2025-01-17 00:00,2.2,,3.3,320,49,1016.1,,,,0
384,159,부산,2025-01-17 01:00,1.6,,2.0,20,50,1016.4,,,,0
385,159,부산,2025-01-17 02:00,1.2,,1.3,290,53,1016.6,,,,0
386,159,부산,2025-01-17 03:00,1.3,,2.1,290,51,1016.3,,,,0
387,159,부산,2025-01-17 04:00,1.0,,1.5,250,50,1016.2,,,,0
388,159,부산,2025-01-17 05:00,0.6,,0.8,320,52,1016.4,,,,0
389,159,부산,2025-01-17 06:00,0.7,,1.1,180,53,1016.7,,,,0
390,159,부산,2025-01-17 07:00,0.5,,1.4,140,56,1017.3,,,,0
391,159,부산,2025-01-17 08:00,0.6,,1.1,50,56,1017.8,0.1,0.02,,0
392,159,부산,2025-01-17 09:00,3.3,,1.4,180,49,1017.9,1.0,0.44,,0
393,159,부산,2025-01-17 10:00,5.5,,1.3,20,44,1018.1,1.0,1.07,,0
394,159,부산,2025-01-17 11:00,7.6,,2.2,90,38,1017.8,1.0,1.64,,0
395,159,부산,2025-01-17 12:00,9.1,,3.4,180,35,1017.2,1.0,2.0,,0
396,159,부산,2025-01-17 13:00,9.0,,2.6,200,36,1016.3,1.0,2.15,,0
397,159,부산,2025-01-17 14:00,8.5,,3.0,180,39,1015.7,1.0,2.05,,0
398,159,부산,2025-01-17 15:00,8.5,,2.9,160,39,1015.7,1.0,1.73,,0
399,159,부산,2025-01-17 16:00,8.5,,2.1,160,39,1015.8,1.0,1.16,,0
400,159,부산,2025-01-17 17:00,7.0,,2.2,180,43,1016.1,1.0,0.54,,0
401,159,부산,2025-01-17 18:00,5.0,,1.7,180,47,1016.8,0.2,0.05,,0
402,159,부산,2025-01-17 19:00,4.1,,0.7,250,50,1017.2,,,,0
403,159,부산,2025-01-17 20:00,3.7,,1.0,360,51,1017.4,,,,0
404,159,부산,2025-01-17 21:00,3.1,,0.4,0,54,1017.2,,,,0
405,159,부산,2025-01-17 22:00,3.3,,1.2,290,51,1017.3,,,,0
406,159,부산,2025-01-17 23:00,3.5,,2.3,290,48,1017.4,,,,0
407,159,부산,2025-01-18 00:00,2.6,,1.4,290,50,1017.2,,,,0
408,159,부산,2025-01-18 01:00,3.7,,3.1,290,43,1016.7,,,,0
409,159,부산,2025-01-18 02:00,3.6,,2.1,320,43,1016.5,,,,0
410,159,부산,2025-01-18 03:00,3.9,,4.1,320,41,1016.5,,,,0
411,159,부산,2025-01-18 04:00,3.6,,6.0,320,42,1016.0,,,,0
412,159,부산,2025-01-18 05:00,3.2,,4.7,320,41,1015.7,,,,0
413,159,부산,2025-01-18 06:00,3.9,,3.9,320,39,1015.7,,,,0
414,159,부산,2025-01-18 07:00,2.8,,2.9,290,43,1016.5,,,,0
415,159,부산,2025-01-18 08:00,3.4,,2.6,270,40,1016.7,0.3,0.03,,0
416,159,부산,2025-01-18 09:00,5.2,,2.5,250,38,1016.6,1.0,0.51,,0
417,159,부산,2025-01-18 10:00,6.8,,2.5,290,34,1016.7,1.0,1.19,,1
418,159,부산,2025-01-18 11:00,8.9,,2.3,250,26,1016.5,1.0,1.74,,1
419,159,부산,2025-01-18 12:00,10.3,,2.2,230,22,1015.5,1.0,2.14,,2
420,159,부산,2025-01-18 13:00,11.4,,3.1,270,17,1014.4,1.0,2.19,,5
421,159,부산,2025-01-18 14:00,10.8,,4.3,230,21,1013.5,1.0,2.0,,8
422,159,부산,2025-01-18 15:00,11.1,,4.8,230,33,1013.1,1.0,1.71,,8
423,159,부산,2025-01-18 16:00,9.4,,4.5,180,44,1012.9,1.0,1.03,,8
424,159,부산,2025-01-18 17:00,8.4,,2.6,200,47,1012.5,0.0,0.32,,9
425,159,부산,2025-01-18 18:00,8.0,,3.3,230,47,1013.0,0.0,0.05,,8
426,159,부산,2025-01-18 19:00,7.5,,3.1,230,45,1013.4,,,,8
427,159,부산,2025-01-18 20:00,7.1,,3.0,250,47,1013.3,,,,6
428,159,부산,2025-01-18 21:00,6.5,,3.5,250,42,1012.8,,,,8
429,159,부산,2025-01-18 22:00,6.5,,3.7,250,46,1012.3,,,,9
430,159,부산,2025-01-18 23:00,6.2,,2.1,250,51,1012.0,,,,8
431,159,부산,2025-01-19 00:00,5.6,,1.8,270,52,1011.5,,,,7
432,159,부산,2025-01-19 01:00,5.7,,3.5,250,54,1011.5,,,,4
433,159,부산,2025-01-19 02:00,5.0,,1.9,290,51,1010.7,,,,0
434,159,부산,2025-01-19 03:00,5.3,,3.1,290,44,1010.4,,,,0
435,159,부산,2025-01-19 04:00,4.1,,2.4,270,48,1010.3,,,,0
436,159,부산,2025-01-19 05:00,4.1,,3.2,250,55,1010.0,,,,0
437,159,부산,2025-01-19 06:00,3.9,,2.8,230,57,1010.0,,,,0
438,159,부산,2025-01-19 07:00,4.7,,3.1,230,44,1010.1,,,,0
439,159,부산,2025-01-19 08:00,4.9,,1.7,250,38,1010.1,0.3,0.03,,0
440,159,부산,2025-01-19 09:00,7.9,,2.5,230,31,1009.6,1.0,0.51,,1
441,159,부산,2025-01-19 10:00,9.5,,2.8,230,34,1009.5,1.0,1.16,,4
442,159,부산,2025-01-19 11:00,10.0,,4.1,250,34,1009.1,1.0,1.61,,7
443,159,부산,2025-01-19 12:00,9.7,,5.5,270,32,1008.2,1.0,1.74,,7
444,159,부산,2025-01-19 13:00,11.3,,5.3,250,41,1007.0,1.0,2.05,,8
445,159,부산,2025-01-19 14:00,11.1,,4.7,270,40,1006.1,1.0,2.01,,8
446,159,부산,2025-01-19 15:00,11.3,,3.7,250,45,1006.1,1.0,1.49,,8
447,159,부산,2025-01-19 16:00,11.5,,3.3,200,49,1006.0,0.9,1.04,,6
448,159,부산,2025-01-19 17:00,10.4,,3.3,180,58,1006.0,1.0,0.62,,6
449,159,부산,2025-01-19 18:00,8.6,,2.0,200,60,1006.2,0.2,0.1,,7
450,159,부산,2025-01-19 19:00,8.0,,3.2,250,49,1006.6,,,,6
451,159,부산,2025-01-19 20:00,7.4,,4.4,250,41,1006.9,,,,4
452,159,부산,2025-01-19 21:00,6.6,,3.5,270,41,1007.1,,,,0
453,159,부산,2025-01-19 22:00,6.1,,3.3,270,43,1007.2,,,,0
454,159,부산,2025-01-19 23:00,6.3,,2.8,290,33,1007.2,,,,0
455,159,부산,2025-01-20 00:00,6.3,,4.2,320,27,1006.9,,,,0
456,159,부산,2025-01-20 01:00,5.5,,3.0,290,31,1006.7,,,,0
457,159,부산,2025-01-20 02:00,5.1,,3.4,290,37,1006.7,,,,0
458,159,부산,2025-01-20 03:00,4.8,,3.0,290,45,1006.8,,,,0
459,159,부산,2025-01-20 04:00,4.5,,2.6,290,49,1006.5,,,,0
460,159,부산,2025-01-20 05:00,3.8,,1.0,110,52,1006.3,,,,0
461,159,부산,2025-01-20 06:00,3.5,,1.9,290,55,1006.6,,,,0
462,159,부산,2025-01-20 07:00,3.6,,3.0,290,57,1007.0,,,,0
463,159,부산,2025-01-20 08:00,4.3,,3.1,320,57,1007.2,0.1,0.03,,0
464,159,부산,2025-01-20 09:00,5.6,,2.1,320,54,1007.4,1.0,0.4,,0
465,159,부산,2025-01-20 10:00,7.8,,1.2,320,47,1007.8,1.0,1.0,,0
466,159,부산,2025-01-20 11:00,10.1,,1.6,20,39,1007.3,1.0,1.53,,0
467,159,부산,2025-01-20 12:00,9.5,,3.7,270,43,1006.6,1.0,1.92,,0
468,159,부산,2025-01-20 13:00,11.0,,2.4,290,37,1006.0,1.0,2.03,,0
469,159,부산,2025-01-20 14:00,11.3,,2.1,340,33,1005.4,1.0,1.93,,0
470,159,부산,2025-01-20 15:00,11.0,,3.3,230,39,1005.3,1.0,1.62,,0
471,159,부산,2025-01-20 16:00,10.2,,3.4,200,42,1005.5,1.0,1.11,,0
472,159,부산,2025-01-20 17:00,9.2,,3.4,250,42,1005.9,1.0,0.49,,0
473,159,부산,2025-01-20 18:00,7.9,,3.3,230,45,1006.8,0.1,0.07,,0
474,159,부산,2025-01-20 19:00,7.0,,1.7,270,54,1007.5,,,,0
475,159,부산,2025-01-20 20:00,6.6,,2.0,270,57,1007.9,,,,0
476,159,부산,2025-01-20 21:00,6.1,,1.9,250,57,1008.2,,,,0
477,159,부산,2025-01-20 22:00,5.5,,1.5,20,53,1008.6,,,,0
478,159,부산,2025-01-20 23:00,4.9,,0.8,110,56,1008.8,,,,0
479,159,부산,2025-01-21 00:00,4.8,,2.0,320,56,1009.1,,,,0
480,159,부산,2025-01-21 01:00,4.9,,2.3,320,52,1009.2,,,,0
481,159,부산,2025-01-21 02:00,4.8,,4.6,320,51,1009.5,,,,0
482,159,부산,2025-01-21 03:00,4.7,,4.9,320,51,1009.8,,,,0
483,159,부산,2025-01-21 04:00,4.5,,3.3,320,52,1009.8,,,,0
484,159,부산,2025-01-21 05:00,4.2,,2.8,290,52,1010.0,,,,0
485,159,부산,2025-01-21 06:00,3.5,,6.7,320,56,1010.5,,,,0
486,159,부산,2025-01-21 07:00,3.4,,4.4,290,56,1011.3,,,,0
487,159,부산,2025-01-21 08:00,3.7,,1.9,320,54,1011.9,0.0,0.02,,0
488,159,부산,2025-01-21 09:00,5.1,,2.5,320,51,1012.1,0.9,0.36,,0
489,159,부산,2025-01-21 10:00,6.9,,2.7,320,46,1012.4,1.0,0.94,,0
490,159,부산,2025-01-21 11:00,6.8,,4.6,320,47,1012.6,1.0,1.49,,0
491,159,부산,2025-01-21 12:00,9.0,,3.6,320,41,1012.4,1.0,1.87,,0
492,159,부산,2025-01-21 13:00,10.9,,2.6,290,36,1011.6,1.0,2.06,,0
493,159,부산,2025-01-21 14:00,11.5,,3.2,250,34,1011.2,1.0,2.01,,0
494,159,부산,2025-01-21 15:00,11.5,,3.4,250,34,1011.0,1.0,1.77,,0
495,159,부산,2025-01-21 16:00,10.8,,3.6,230,31,1011.5,1.0,1.23,,0
496,159,부산,2025-01-21 17:00,10.1,,2.3,230,36,1012.0,1.0,0.54,,0
497,159,부산,2025-01-21 18:00,8.5,,1.4,200,40,1012.6,0.3,0.07,,0
498,159,부산,2025-01-21 19:00,7.6,,0.2,0,38,1013.1,,,,0
499,159,부산,2025-01-21 20:00,7.3,,0.6,290,35,1013.6,,,,0
500,159,부산,2025-01-21 21:00,7.9,,4.4,320,31,1013.9,,,,0
501,159,부산,2025-01-21 22:00,7.2,,2.2,320,33,1014.1,,,,0
502,159,부산,2025-01-21 23:00,6.7,,0.2,0,34,1014.3,,,,0
503,159,부산,2025-01-22 00:00,6.8,,3.3,320,33,1014.3,,,,0
504,159,부산,2025-01-22 01:00,6.7,,4.3,320,35,1014.1,,,,0
505,159,부산,2025-01-22 02:00,6.2,,3.5,320,35,1014.2,,,,0
506,159,부산,2025-01-22 03:00,6.0,,3.9,290,35,1014.5,,,,0
507,159,부산,2025-01-22 04:00,6.2,,3.3,290,32,1014.6,,,,0
508,159,부산,2025-01-22 05:00,5.9,,5.4,320,33,1014.8,,,,0
509,159,부산,2025-01-22 06:00,5.5,,2.9,320,31,1015.1,,,,0
510,159,부산,2025-01-22 07:00,4.9,,1.2,20,34,1015.4,,,,1
511,159,부산,2025-01-22 08:00,5.3,,3.5,290,31,1015.8,0.0,0.03,,1
512,159,부산,2025-01-22 09:00,6.9,,5.0,320,29,1016.1,1.0,0.43,,3
513,159,부산,2025-01-22 10:00,8.9,,3.3,320,24,1016.5,1.0,1.05,,1
514,159,부산,2025-01-22 11:00,10.4,,2.5,290,24,1016.2,1.0,1.62,,2
515,159,부산,2025-01-22 12:00,12.2,,2.0,230,22,1015.3,1.0,1.85,,1
516,159,부산,2025-01-22 13:00,12.0,,3.6,230,22,1014.4,1.0,2.05,,4
517,159,부산,2025-01-22 14:00,12.5,,3.8,230,23,1013.9,1.0,1.93,,5
518,159,부산,2025-01-22 15:00,11.7,,4.8,230,24,1013.4,1.0,1.55,,9
519,159,부산,2025-01-22 16:00,11.6,,4.3,180,37,1013.8,0.9,1.05,,8
520,159,부산,2025-01-22 17:00,9.7,,3.8,200,45,1014.0,0.4,0.46,,7
521,159,부산,2025-01-22 18:00,9.2,,1.8,230,45,1014.1,0.0,0.04,,8
522,159,부산,2025-01-22 19:00,9.0,,3.0,250,40,1014.4,,,,9
523,159,부산,2025-01-22 20:00,8.6,,2.6,250,39,1014.3,,,,6
524,159,부산,2025-01-22 21:00,8.6,,2.3,250,36,1014.3,,,,10
525,159,부산,2025-01-22 22:00,8.2,,3.2,270,42,1014.5,,,,8
526,159,부산,2025-01-22 23:00,8.0,,2.7,270,42,1014.7,,,,7
527,159,부산,2025-01-23 00:00,7.6,,2.2,290,44,1014.4,,,,5
528,159,부산,2025-01-23 01:00,7.7,,2.6,320,40,1014.5,,,,8
529,159,부산,2025-01-23 02:00,8.0,,4.1,320,39,1014.5,,,,4
530,159,부산,2025-01-23 03:00,7.5,,3.0,290,42,1014.5,,,,7
531,159,부산,2025-01-23 04:00,7.1,,3.1,270,42,1014.4,,,,3
532,159,부산,2025-01-23 05:00,6.6,,3.2,290,43,1014.2,,,,0
533,159,부산,2025-01-23 06:00,6.1,,1.3,140,43,1014.2,,,,0
534,159,부산,2025-01-23 07:00,5.3,,1.5,50,44,1014.9,,,,2
535,159,부산,2025-01-23 08:00,5.2,,0.8,50,47,1015.5,0.0,0.02,,1
536,159,부산,2025-01-23 09:00,7.2,,1.2,110,46,1015.8,0.9,0.4,,7
537,159,부산,2025-01-23 10:00,9.6,,1.4,110,42,1016.0,1.0,0.88,,3
538,159,부산,2025-01-23 11:00,11.8,,1.4,140,37,1015.7,1.0,1.46,,1
539,159,부산,2025-01-23 12:00,12.9,,2.4,110,30,1014.9,1.0,1.82,,1
540,159,부산,2025-01-23 13:00,13.6,,3.0,270,17,1013.8,1.0,2.05,,0
541,159,부산,2025-01-23 14:00,13.1,,4.0,180,41,1013.3,1.0,1.97,,0
542,159,부산,2025-01-23 15:00,12.6,,3.8,180,45,1013.1,1.0,1.59,,0
543,159,부산,2025-01-23 16:00,12.1,,2.3,200,47,1013.1,1.0,1.07,,0
544,159,부산,2025-01-23 17:00,11.1,,1.4,110,48,1013.4,1.0,0.5,,0
545,159,부산,2025-01-23 18:00,9.5,,1.7,70,47,1013.9,0.0,0.06,,0
546,159,부산,2025-01-23 19:00,8.7,,0.3,0,48,1014.2,,,,0
547,159,부산,2025-01-23 20:00,7.7,,0.7,20,48,1014.6,,,,0
548,159,부산,2025-01-23 21:00,7.3,,2.3,50,46,1014.8,,,,0
549,159,부산,2025-01-23 22:00,7.3,,0.8,270,49,1015.0,,,,4
550,159,부산,2025-01-23 23:00,6.9,,1.1,360,44,1015.6,,,,5
551,159,부산,2025-01-24 00:00,6.5,,1.0,50,47,1015.8,,,,5
552,159,부산,2025-01-24 01:00,6.1,,1.0,20,50,1015.7,,,,5
553,159,부산,2025-01-24 02:00,5.9,,0.6,90,51,1015.8,,,,6
554,159,부산,2025-01-24 03:00,5.8,,2.3,20,40,1015.7,,,,6
555,159,부산,2025-01-24 04:00,5.7,,2.6,20,37,1015.5,,,,6
556,159,부산,2025-01-24 05:00,5.6,,3.3,20,46,1015.0,,,,0
557,159,부산,2025-01-24 06:00,5.5,,3.1,50,53,1014.9,,,,0
558,159,부산,2025-01-24 07:00,5.5,,3.1,20,58,1015.4,,,,0
559,159,부산,2025-01-24 08:00,5.6,,2.2,20,61,1015.9,0.0,0.02,,0
560,159,부산,2025-01-24 09:00,8.3,,3.1,50,56,1016.3,1.0,0.45,,0
561,159,부산,2025-01-24 10:00,10.6,,2.8,20,51,1016.7,1.0,1.1,,0
562,159,부산,2025-01-24 11:00,12.6,,1.7,20,47,1016.8,1.0,1.66,,0
563,159,부산,2025-01-24 12:00,13.6,,2.7,70,43,1016.1,1.0,2.09,,3
564,159,부산,2025-01-24 13:00,13.2,,4.0,90,46,1015.3,1.0,2.48,,4
565,159,부산,2025-01-24 14:00,12.9,,2.9,70,44,1014.8,0.6,1.79,,4
566,159,부산,2025-01-24 15:00,13.0,,3.3,70,44,1014.3,0.8,1.75,,4
567,159,부산,2025-01-24 16:00,12.0,,4.0,70,47,1014.5,1.0,1.43,,5
568,159,부산,2025-01-24 17:00,10.8,,3.5,50,49,1014.8,0.9,0.78,,6
569,159,부산,2025-01-24 18:00,9.1,,3.2,50,56,1015.4,0.0,0.07,,6
